movieId,tagId,relevance
41,324,0.847
41,350,0.88525
41,380,0.90025
41,465,0.836
41,606,0.833
41,742,0.856
41,747,0.811
41,750,0.8355
41,759,0.87175
41,858,0.939
41,912,0.998
42,105,0.9405
42,169,0.84675
42,268,0.91225
42,424,0.83525
42,498,0.94625
42,956,0.82325
42,1079,0.837
42,1080,0.89025
42,1084,0.912
42,1085,0.82725
43,3,0.937
43,259,0.92175
43,350,0.972
43,508,0.948
43,509,0.8195
43,564,0.938
43,608,0.909
43,638,0.83125
43,774,0.9725
43,858,0.96175
44,19,0.97175
44,24,0.9885
44,94,0.93725
44,112,0.9995
44,245,0.9775
44,389,0.9875
44,390,0.96875
44,447,0.80625
44,592,0.9585
44,631,0.997
44,707,0.88925
44,951,0.86425
44,1074,0.99225
44,1075,0.9995
44,1076,0.89725
44,1077,0.99025
45,141,0.939
45,286,0.93175
45,289,0.9745
45,373,0.94275
45,627,0.88825
45,733,0.962
45,842,0.81425
45,877,0.83825
45,911,0.83225
46,28,0.89675
46,107,0.93025
46,201,0.8755
46,299,0.856
46,613,0.85875
46,1116,0.9865
47,86,0.847
47,143,0.8245
47,168,0.8085
47,169,0.87925
47,192,0.88075
47,220,0.83
47,242,0.8495
47,267,0.913
47,268,0.9705
47,285,0.97475
47,300,0.98325
47,312,0.909
47,319,0.8665
47,323,0.817
47,365,0.91175
47,446,0.835
47,458,0.87075
47,465,0.969
47,468,0.9805
47,469,0.829
47,472,0.93125
47,473,0.93525
47,477,0.894
47,536,0.96975
47,547,0.90825
47,553,0.87875
47,554,0.85925
47,558,0.95475
47,634,0.92825
47,682,0.94375
47,683,0.9115
47,689,0.849
47,700,0.88075
47,712,0.807
47,739,0.82275
47,742,0.88725
47,751,0.893
47,789,0.885
47,797,0.98475
47,806,0.9775
47,823,0.95925
47,824,0.9225
47,903,0.99475
47,972,0.93225
47,981,0.85775
47,994,0.97275
47,999,0.88575
47,1000,0.95725
47,1020,0.89175
47,1025,0.94525
47,1049,0.9535
47,1050,0.96475
47,1051,0.962
47,1070,0.81775
47,1084,0.93175
47,1085,0.93575
47,1089,0.885
48,62,0.921
48,63,0.83325
48,64,0.98475
48,186,0.96925
48,309,0.923
48,310,0.9955
48,371,0.812
48,543,0.962
48,589,0.87425
48,686,0.80475
48,693,0.98375
48,971,0.85325
48,1007,0.9365
49,122,0.88775
49,360,0.8065
49,599,0.96675
49,613,0.89575
49,614,0.94375
49,731,0.883
49,771,0.87675
49,846,0.90025
49,911,0.8625
49,1116,0.86225
50,55,0.887
50,181,0.88875
50,192,0.967
50,215,0.80775
50,220,0.9065
50,240,0.96825
50,242,0.9845
50,243,0.97275
50,247,0.8165
50,248,0.963
50,250,0.8245
50,258,0.82025
50,268,0.98175
50,285,0.80125
50,300,0.8225
50,302,0.80675
50,324,0.81525
50,354,0.879
50,364,0.8395
50,365,0.98025
50,382,0.852
50,445,0.84975
50,446,0.916
50,452,0.82175
50,464,0.80425
50,465,0.98275
50,467,0.816
50,468,0.98975
50,469,0.93
50,498,0.957
50,504,0.806
50,536,0.985
50,550,0.8025
50,554,0.91275
50,627,0.83925
50,634,0.95375
50,652,0.84375
50,689,0.9195
50,691,0.87725
50,712,0.88075
50,714,0.813
50,715,0.8045
50,741,0.87875
50,742,0.90025
50,743,0.828
50,745,0.8345
50,746,0.83025
50,750,0.8975
50,756,0.81875
50,758,0.9985
50,760,0.952
50,761,0.9355
50,787,0.82875
50,789,0.9965
50,797,0.93375
50,806,0.8805
50,971,0.8445
50,972,0.982
50,981,0.81125
50,994,0.996
50,999,0.9465
50,1000,0.8525
50,1025,0.89875
50,1045,0.91125
50,1049,0.97225
50,1050,0.98925
50,1051,0.99175
50,1072,0.838
50,1084,0.86225
52,27,0.9785
52,747,0.82225
52,759,0.94975
52,768,0.84775
54,588,0.96825
54,589,0.914
54,959,0.86725
55,687,0.942
55,846,0.80475
55,862,0.851
55,923,0.9525
56,588,0.9655
57,335,0.97625
57,513,0.841
57,735,0.92525
57,858,0.973
58,121,0.96075
58,122,0.9395
58,412,0.8465
58,614,0.9035
58,640,0.924
58,646,0.8645
58,790,0.8465
58,883,0.86
59,270,0.8175
60,22,0.91775
60,107,0.8805
60,113,0.96825
60,203,0.85575
60,377,0.824
60,378,0.8745
60,543,0.97175
60,623,0.95325
60,693,0.88275
61,585,0.827
61,838,0.94725
61,850,0.9365
61,1070,0.96325
61,1082,0.9995
61,1083,0.9955
62,217,0.911
62,387,0.80125
62,388,0.85125
62,449,0.864
62,503,0.80175
62,548,0.88625
62,549,0.8365
62,646,0.952
62,684,0.98875
62,687,0.94975
62,862,0.8655
62,900,0.886
62,1010,0.913
62,1035,0.83325
63,18,0.8215
63,230,0.93975
63,416,0.966
63,417,0.9105
63,418,0.8925
63,455,0.89675
63,505,0.97025
63,770,0.9925
63,920,0.83875
63,958,0.996
63,980,0.8185
63,1071,0.81425
64,865,0.84175
65,230,0.85925
65,332,0.93575
65,333,0.927
65,455,0.95875
65,505,0.80675
65,533,0.94575
65,919,0.8115
65,920,0.845
65,978,0.97625
65,979,0.8345
65,980,0.95725
66,97,0.86375
66,100,0.827
66,521,0.862
66,742,0.8225
66,890,0.86825
66,1087,0.967
68,28,0.846
68,599,0.93875
68,727,0.81975
68,731,0.8795
68,846,0.94425
68,907,0.9315
68,909,0.8675
68,911,0.8215
68,948,0.814
68,1116,0.85375
69,94,0.8465
69,207,0.91275
69,230,0.9785
69,416,0.91025
69,417,0.93775
69,418,0.86175
69,505,0.893
69,628,0.91875
69,1071,0.85775
69,1103,0.96125
70,19,0.924
70,20,0.8355
70,145,0.869
70,146,0.974
70,167,0.84975
70,169,0.851
70,255,0.90075
70,275,0.9805
70,276,0.92225
70,403,0.814
70,452,0.863
70,456,0.9035
70,458,0.94175
70,463,0.9655
70,522,0.92425
70,742,0.8355
70,910,0.85675
70,956,0.99725
70,975,0.8375
70,981,0.8885
70,1009,0.92425
70,1067,0.97825
70,1069,0.99675
70,1084,0.9645
70,1085,0.94125
71,19,0.8885
71,100,0.8105
71,183,0.861
71,195,0.93775
71,720,1
72,227,0.93175
72,270,0.86625
72,302,0.8335
72,303,0.88725
72,328,0.8135
72,1008,0.88175
73,22,0.974
73,107,0.83975
73,122,0.8695
73,405,0.86375
73,580,0.82425
73,581,0.83375
73,971,0.8345
73,972,0.8095
73,1121,0.91825
74,201,0.9875
74,490,0.85775
74,614,0.98575
74,863,0.9755
74,864,0.9895
74,865,0.98275
75,172,0.9435
76,60,0.8645
76,280,0.9475
76,419,0.94025
76,420,0.974
76,778,0.8815
76,860,0.944
76,861,0.97875
76,886,0.97075
76,887,0.99175
76,889,0.9545
76,890,0.992
76,951,0.84475
76,1012,0.8965
77,684,0.99025
77,687,0.98475
78,292,0.8125
78,478,0.91175
78,844,0.8155
78,1070,0.881
79,622,0.964
79,997,0.815
79,1025,0.87525
79,1031,0.921
80,203,0.87225
80,204,0.9855
80,472,0.8175
80,559,0.89625
80,661,0.83075
81,81,0.905
81,255,0.8345
81,268,0.94275
81,269,0.99925
81,354,0.847
81,423,0.978
81,424,0.98575
81,510,0.97325
81,512,0.944
81,622,0.8345
81,658,0.93
81,700,0.804
81,741,0.99575
81,742,0.849
81,981,0.9515
81,1084,0.80275
81,1085,0.85175
82,550,0.87675
82,753,0.9945
82,845,0.8445
82,846,0.90275
82,1116,0.9465
83,898,0.99125
83,1091,0.81275
85,10,0.8085
85,259,0.86125
85,360,0.82625
85,539,0.86175
85,625,0.928
85,727,0.82
85,774,0.91925
85,897,0.92675
85,1092,0.832
86,235,0.9745
86,646,0.9135
87,374,0.88825
87,526,0.8175
87,589,0.96575
87,922,0.97
88,230,0.98325
88,417,0.95
88,879,0.95825
88,1071,0.855
89,195,0.896
89,251,0.98925
89,525,0.9215
89,587,0.86175
89,999,0.954
89,1000,0.8405
89,1020,0.8015
89,1025,0.8975
92,564,0.98075
93,230,0.89825
93,522,0.87625
93,1067,0.9985
93,1069,0.999
94,354,0.834
94,452,0.81975
94,646,0.825
94,650,0.86875
94,846,0.909
94,931,0.823
95,19,0.9905
95,20,0.9815
95,132,0.88025
95,195,0.87625
95,298,0.80975
95,369,0.90725
95,447,0.98075
95,481,0.964
95,1101,0.8115
96,354,0.8165
96,912,0.888
97,140,0.94675
97,143,0.957
97,169,0.90425
97,270,0.961
97,368,0.805
97,405,0.88925
97,411,0.9315
97,473,0.835
97,475,0.88425
97,493,0.86
97,536,0.803
97,769,0.86675
97,806,0.957
97,845,0.869
97,936,0.96075
97,1084,0.9155
97,1085,0.8205
99,801,0.80525
100,251,0.90075
100,258,0.972
100,646,0.81775
100,798,0.97075
100,799,0.99025
100,800,0.9705
100,1119,0.986
101,30,0.86125
101,181,0.8235
101,268,0.9055
101,269,0.9025
101,270,0.89075
101,289,0.82375
101,291,0.8655
101,341,0.8495
101,412,0.86725
101,452,0.85625
101,498,0.972
101,529,0.94975
101,540,0.875
101,735,0.94925
101,742,0.8525
101,829,0.9575
101,1008,0.825
101,1062,0.87575
102,230,0.8025
102,521,0.80275
103,683,0.92375
103,1025,0.859
103,1051,0.8235
104,230,0.9825
104,332,0.80875
104,416,0.9235
104,417,0.853
104,444,0.99575
104,455,0.96125
104,505,0.93975
104,646,0.81325
104,879,0.82925
104,959,0.968
104,1071,0.83475
105,28,0.9565
105,138,0.93825
105,201,0.91275
105,613,0.8525
105,614,0.98925
105,771,0.899
105,846,0.86025
105,863,0.94875
105,864,0.96475
105,900,0.8945
106,433,0.93675
106,434,0.88325
107,415,0.83475
107,681,0.99075
107,1043,0.94375
107,1044,0.954
108,507,0.814
110,19,0.909
110,54,0.87675
110,121,0.90525
110,127,0.8835
110,128,0.918
110,132,0.85925
110,133,0.85775
110,162,0.8845
110,168,0.817
110,169,0.879
110,212,0.851
110,260,0.9785
110,323,0.90075
110,324,0.937
110,338,0.881
110,350,0.93775
110,359,0.97875
110,365,0.81775
110,370,0.95975
110,389,0.8265
110,390,0.8155
110,401,0.8335
110,410,0.95175
110,445,0.8795
110,446,0.83725
110,464,0.81125
110,465,0.9495
110,468,0.82675
110,469,0.946
110,504,0.8765
110,508,0.9905
110,509,0.98625
110,531,0.85275
110,536,0.96625
110,548,0.80175
110,549,0.80975
110,553,0.858
110,611,0.80725
110,614,0.8795
110,634,0.90425
110,638,0.95625
110,646,0.854
110,742,0.81425
110,745,0.92325
110,749,0.9385
110,750,0.9835
110,756,0.981
110,761,0.93525
110,771,0.88425
110,774,0.8285
110,806,0.84575
110,843,0.90225
110,850,0.83725
110,851,0.8935
110,870,0.82775
110,883,0.81825
110,892,0.958
110,971,0.90525
110,972,0.84775
110,1005,0.88
110,1065,0.96925
110,1070,0.899
110,1084,0.926
110,1085,0.90025
110,1089,0.853
110,1096,0.89675
111,67,0.93975
111,143,0.924
111,169,0.8145
111,192,0.82625
111,194,0.97675
111,215,0.83325
111,240,0.8125
111,275,0.83225
111,285,0.94525
111,312,0.88775
111,319,0.8515
111,351,0.86525
111,365,0.846
111,401,0.80975
111,443,0.9845
111,452,0.82675
111,465,0.939
111,468,0.8515
111,473,0.944
111,475,0.8965
111,493,0.80975
111,536,0.979
111,547,0.96875
111,553,0.83375
111,610,0.9925
111,634,0.9875
111,640,0.90275
111,645,0.82325
111,668,0.823
111,691,0.82725
111,704,0.94675
111,705,0.9375
111,710,0.856
111,733,0.86675
111,742,0.83675
111,747,0.8495
111,750,0.86425
111,767,0.9035
111,806,0.89775
111,819,0.85
111,823,0.88475
111,824,0.90075
111,936,0.94425
111,1082,0.902
111,1083,0.91125
111,1084,0.89975
111,1085,0.97325
111,1089,0.94
111,1091,0.8335
111,1104,0.80375
112,19,0.94425
112,20,0.8035
112,389,0.98525
112,390,0.843
112,447,0.865
112,520,0.97075
112,592,0.98825
112,631,0.9975
113,376,0.8775
114,178,0.9485
114,614,0.8095
114,653,0.96925
115,640,0.814
115,846,0.81825
115,948,0.818
115,1116,0.8305
116,68,0.95675
116,315,0.80825
116,434,0.92475
116,515,0.998
116,581,0.97775
116,697,0.934
116,794,0.9615
116,1121,0.916
117,110,0.80925
117,115,0.86125
117,285,0.84625
117,473,0.81325
117,547,0.81025
117,682,0.83075
117,742,0.835
117,1047,0.93775
118,540,0.84375
118,846,0.88825
118,864,0.88725
118,865,0.971
120,87,0.955
120,88,0.89075
120,495,0.8705
120,1010,0.892
121,202,0.9715
121,312,0.886
121,801,0.8025
121,908,0.94225
122,230,0.82875
122,863,0.8275
122,911,0.8125
123,212,0.90125
123,270,0.952
123,351,0.88875
123,520,0.882
123,557,0.88
123,610,0.984
123,613,0.97675
123,614,0.82625
123,639,0.862
123,640,0.939
123,641,0.9065
123,710,0.83775
123,721,0.95525
123,733,0.91625
123,845,0.87475
123,846,0.84
123,972,0.8665
123,982,0.89275
123,1090,0.85225
123,1091,0.872
123,1125,0.92125
124,122,0.84825
125,27,0.97975
125,230,0.8925
125,354,0.929
125,417,0.8745
125,505,0.821
125,529,0.88
125,742,0.8205
125,894,0.857
126,377,0.8405
126,742,0.86525
127,1116,0.8165
128,315,0.90025
128,331,0.94575
128,516,0.98975
128,702,0.805
129,731,0.8125
129,863,0.86425
131,562,0.80675
131,564,0.9505
132,195,0.83775
132,360,0.8845
132,558,0.82675
132,682,0.88625
132,683,0.86125
132,801,0.8645
132,874,0.90775
132,905,0.98075
132,907,0.91275
132,911,0.906
135,230,0.90975
135,983,0.93525
136,315,0.953
137,425,0.96575
137,602,0.853
138,107,0.984
140,201,0.901
140,582,0.82325
140,614,0.994
140,646,0.80975
140,863,0.912
140,864,0.95575
140,865,0.84975
141,230,0.91
141,271,0.98825
141,425,0.985
141,426,0.952
141,505,0.80075
141,517,0.86025
141,518,0.9415
141,750,0.8175
141,828,0.93275
141,967,0.877
144,167,0.84825
144,540,0.905
144,563,0.9925
144,846,0.95175
145,19,0.98525
145,20,0.97875
145,170,0.9755
145,183,0.92325
145,195,0.91025
145,230,0.9535
145,300,0.81575
145,369,0.8715
145,382,0.8445
145,389,0.80925
145,447,0.9915
145,481,0.94725
145,795,0.85525
146,29,0.84125
146,278,0.8105
146,374,0.822
146,588,0.88125
147,25,0.98775
147,107,0.94325
147,110,0.87325
147,115,0.91675
147,329,0.9965
147,330,0.99575
147,331,0.988
147,452,0.8665
147,465,0.92525
147,499,0.9295
147,646,0.94225
147,801,0.82275
147,806,0.813
147,885,0.815
147,1047,0.906
148,731,0.81175
149,57,0.93125
149,291,0.9245
149,351,0.824
149,424,0.83475
149,510,0.9395
149,540,0.86275
149,801,0.85825
149,829,0.95275
149,982,0.84175
149,1104,0.81725
150,84,0.9995
150,110,0.93875
150,115,0.94525
150,188,0.8805
150,260,0.87
150,323,0.94425
150,324,0.9565
150,370,0.8545
150,445,0.8155
150,465,0.9005
150,508,0.91525
150,509,0.89625
150,630,0.904
150,667,0.87075
150,692,0.99725
150,761,0.8735
150,888,0.81225
150,942,0.99425
150,944,0.99975
150,945,0.997
150,973,0.81875
150,999,0.8145
150,1020,0.9275
150,1047,0.97475
151,3,0.9655
151,508,0.8775
151,771,0.86175
151,774,0.828
151,892,0.9165
151,1005,0.965
151,1006,0.958
152,25,0.9235
152,329,0.81225
152,330,0.8625
152,459,0.94325
152,538,0.852
152,710,0.8175
152,779,0.804
152,1067,0.99525
152,1069,0.999
153,19,0.88625
153,23,0.809
153,49,0.93475
153,117,0.99025
153,232,0.90525
153,288,0.97775
153,290,0.88575
153,406,0.98025
153,987,0.96575
153,988,0.9835
153,989,0.9515
153,990,0.899
153,1082,0.97675
154,270,0.96575
154,326,0.84575
154,351,0.9685
154,360,0.83225
154,535,0.847
154,557,0.86875
154,640,0.80575
154,733,0.9445
154,801,0.8605
154,819,0.8395
154,905,0.85575
154,907,0.9895
154,909,0.85825
154,911,0.84025
154,982,0.81775
154,995,0.93175
154,996,0.89725
154,1091,0.80275
154,1104,0.871
155,1119,0.9145
156,540,0.844
156,705,0.8905
157,178,0.85625
157,651,0.83875
157,800,0.9525
157,811,0.80125
157,876,0.83925
157,877,0.96225
157,878,0.8715
158,186,0.8435
158,203,0.93225
158,204,0.9575
158,278,0.85325
158,279,0.8045
158,374,0.9445
158,415,0.8055
158,435,0.99425
158,588,0.8805
158,951,0.814
158,991,0.86025
159,268,0.9225
159,331,0.9145
159,452,0.85825
159,507,0.8345
159,646,0.82225
159,682,0.85075
160,22,0.87125
160,29,0.90275
160,34,0.82425
160,107,0.98375
160,132,0.84075
160,584,0.98775
160,951,0.815
161,19,0.848
161,218,0.92925
161,226,0.95075
161,251,0.82625
161,324,0.83175
161,401,0.81075
161,447,0.80275
161,465,0.885
161,553,0.86925
161,651,0.979
161,722,0.87275
161,724,0.919
161,868,0.9055
161,869,0.80325
161,983,0.98775
161,999,0.8255
161,1020,0.99475
161,1025,0.887
161,1031,0.996
161,1096,0.8795
161,1101,0.9305
162,75,0.9355
162,78,0.924
162,79,0.9435
162,270,0.8645
162,312,0.81575
162,315,0.90375
162,335,0.858
162,341,0.8745
162,351,0.80475
162,547,0.8115
162,557,0.885
162,733,0.90975
162,742,0.81075
162,801,0.867
162,907,0.84425
162,1073,0.8295
162,1104,0.81975
163,19,0.97675
163,20,0.90225
163,146,0.84975
163,169,0.87875
163,255,0.88375
163,382,0.81775
163,389,0.81275
163,447,0.94875
163,481,0.94325
163,482,0.847
163,512,0.919
163,741,0.8445
163,742,0.82375
163,841,0.86275
163,850,0.91875
163,981,0.96725
163,1070,0.94375
163,1082,0.84925
163,1084,0.96575
163,1085,0.91225
164,107,0.967
164,300,0.845
164,393,0.87625
164,612,0.8775
164,682,0.82175
164,683,0.88275
164,700,0.952
164,711,0.899
164,712,0.84025
164,742,0.809
164,799,0.847
164,898,0.857
164,999,0.80075
164,1051,0.9045
165,19,0.98725
165,20,0.97925
165,183,0.8435
165,195,0.91425
165,369,0.86475
165,447,0.971
165,451,0.8685
165,481,0.92325
165,609,0.98125
165,705,0.8505
165,833,0.805
165,850,0.8055
165,901,0.87075
165,1070,0.98
165,1084,0.8565
166,276,0.929
166,792,0.81425
166,801,0.81875
166,905,0.95025
166,907,0.92675
166,956,0.8725
166,995,0.918
166,996,0.85775
166,1084,0.90525
166,1104,0.847
167,122,0.8725
168,128,0.8275
168,201,0.8925
168,590,0.9215
168,614,0.944
168,638,0.984
168,774,0.80525
168,863,0.903
168,864,0.848
169,29,0.936
169,374,0.98375
169,902,0.83675
170,94,0.96425
170,246,0.94825
170,255,0.907
170,280,0.9865
170,415,0.8835
170,427,0.88775
170,428,0.99175
170,484,0.98575
170,485,0.99775
170,555,0.9615
170,896,0.88475
170,1012,0.9585
170,1087,0.8595
171,37,0.99275
171,425,0.99475
171,426,0.9955
171,440,0.8735
171,518,0.95825
